2294.431 3.191 1.496 2.205 61.944 0.285 7036.16
2294.736 3.18 1.555 2.205 62.37 0.29 7011.9
2294.888 3.184 1.524 2.203 61.946 0.276 7014.35
2295.65 3.241 1.519 2.189 67.242 0.273 7094.55
2297.631 3.182 1.477 2.213 69.011 0.277 7041.77
2297.784 3.068 1.477 2.223 69.233 0.287 6820.16
2297.936 3.015 1.471 2.19 65.615 0.295 6602.85
2298.088 2.995 1.366 2.169 61.491 0.308 6496.16
2298.241 3.001 1.348 2.153 55.955 0.309 6461.15
2298.85 3.079 1.37 2.203 70.934 0.321 6783.04
2299.003 3.124 1.399 2.273 78.314 0.314 7100.85
2299.612 3.133 1.246 2.292 80.837 0.293 7180.84
2299.765 3.149 1.482 2.259 78.073 0.297 7113.59
2300.07 3.107 1.549 2.187 62.973 0.283 6795.01
2154.223 2.773 1.127 1.938 79.036 0.44 5374.07
2154.375 2.755 1.21 2.082 76.655 0.392 5735.91
2154.985 2.779 1.174 2.164 78.259 0.337 6013.76
2155.29 2.722 1.172 2.161 67.996 0.31 5882.24
2155.899 2.693 1.355 2.208 70.689 0.32 5946.14
2156.052 2.733 1.363 2.199 64.784 0.325 6009.87
2156.204 2.736 1.363 2.176 61.69 0.316 5953.54
2156.356 2.707 1.257 2.161 58.895 0.32 5849.83
2156.661 2.661 1.327 2.158 56.156 0.31 5742.44
2156.814 2.681 1.309 2.155 54.499 0.313 5777.56
2157.118 2.63 1.4 2.142 55.759 0.317 5633.46
2157.423 2.623 1.271 2.126 56.773 0.323 5576.5
2158.033 2.451 1.229 2.116 59.558 0.328 5186.32
2158.185 2.21 1.044 2.116 58.18 0.329 4676.36
2158.642 2.324 0.928 2.104 56.992 0.353 4889.7
2159.709 2.607 1.22 2.112 57.634 0.348 5505.98
2160.014 2.632 1.216 2.186 59.811 0.324 5753.55
2160.319 2.628 1.377 2.142 59.92 0.334 5629.18
2160.471 2.607 1.346 2.124 53.958 0.343 5537.27
2161.385 2.568 1.192 2.083 56.408 0.344 5349.14
2161.843 2.538 1.304 2.072 55.373 0.341 5258.74
2162.605 2.499 1.418 2.106 55.431 0.299 5262.89
2162.757 2.474 1.378 2.105 57.128 0.299 5207.77
2162.91 2.463 1.418 2.101 54.855 0.292 5174.76
2163.519 2.432 1.015 2.066 52.965 0.319 5024.51
2163.824 2.373 1.015 2.064 56.949 0.32 4897.87
2164.129 2.189 0.735 2.105 61.257 0.306 4607.85
2168.091 2.755 1.387 2.07 64.112 0.316 5702.85
2168.244 2.801 1.415 2.085 63.328 0.311 5840.09
2168.548 2.816 1.423 2.117 61.77 0.33 5961.47
2168.701 2.847 1.427 2.134 63.157 0.328 6075.5
2168.853 2.8 1.43 2.132 63.365 0.332 5969.6
2169.006 2.755 1.429 2.138 62.915 0.311 5890.19
2169.31 2.852 1.418 2.138 62.945 0.304 6097.58
2169.768 2.781 1.461 2.13 63.624 0.302 5923.53
2169.92 2.828 1.48 2.129 62.61 0.308 6020.81
2170.225 2.824 1.542 2.125 62.992 0.308 6001
2170.682 2.798 1.494 2.139 66.303 0.297 5984.92
2170.987 2.836 1.498 2.111 64.898 0.305 5986.8
2171.139 2.847 1.475 2.099 64.239 0.305 5975.85
2171.901 2.888 1.468 2.128 62.514 0.324 6145.66
2172.206 2.901 1.456 2.123 64.706 0.335 6158.82
2172.511 2.9 1.411 2.133 62.747 0.324 6185.7
2172.816 2.886 1.397 2.158 66.463 0.317 6227.99
2172.968 2.868 1.363 2.156 66.912 0.322 6183.41
2173.425 2.76 1.369 2.114 67.959 0.306 5834.64
2174.035 2.859 1.311 2.131 66.063 0.306 6092.53
2174.34 2.862 1.373 2.201 78.557 0.344 6299.26
2174.949 2.893 1.504 2.165 68.826 0.293 6263.35
2175.711 2.925 1.535 2.144 68.387 0.305 6271.2
2176.321 2.916 1.528 2.129 67.736 0.297 6208.16
2176.473 2.915 1.519 2.129 65.305 0.287 6206.04
2176.626 2.917 1.514 2.13 65.117 0.285 6213.21
2176.93 2.895 1.505 2.131 65.668 0.308 6169.25
2177.083 2.915 1.45 2.127 63.326 0.314 6200.21
2177.388 2.898 1.442 2.127 64.864 0.311 6164.05
2177.54 2.901 1.392 2.127 68.604 0.309 6170.43
2177.845 2.916 1.486 2.129 67.183 0.313 6208.16
2178.607 2.859 1.372 2.121 68.801 0.323 6063.94
2178.759 2.859 1.42 2.125 68.619 0.316 6075.38
2178.912 2.887 1.427 2.12 68.769 0.313 6120.44
2179.369 2.849 1.382 2.135 72.952 0.3 6082.62
2179.826 2.793 1.464 2.23 80.32 0.337 6228.39
2179.979 2.843 1.496 2.224 72.709 0.316 6322.83
2180.436 2.898 1.501 2.121 62.736 0.308 6146.66
2180.74 2.899 1.522 2.121 62.021 0.317 6148.78
2181.198 2.881 1.399 2.133 63.502 0.303 6145.17
2181.502 2.869 1.383 2.135 69.305 0.299 6125.32
2181.807 2.883 1.402 2.126 66.819 0.3 6129.26
2182.264 2.906 1.462 2.215 72.772 0.343 6436.79
2182.569 2.894 1.405 2.181 68.286 0.333 6311.81
2183.636 2.915 1.452 2.159 69.818 0.329 6293.49
2183.941 2.924 1.594 2.141 61.712 0.304 6260.28
2186.684 2.823 1.34 2.157 66.926 0.291 6089.21
2186.836 2.827 1.334 2.179 73.898 0.295 6160.03
2187.141 2.77 1.258 2.172 86.256 0.324 6016.44
2187.294 2.735 1.249 2.159 86.912 0.335 5904.87
2187.446 2.705 1.254 2.175 88.674 0.34 5883.38
2187.598 2.683 1.151 2.202 90.489 0.334 5907.97
2187.751 2.74 1.189 2.207 91.968 0.338 6047.18
2187.903 2.66 1.189 2.187 90.106 0.35 5817.42
2188.36 2.867 1.334 2.209 80.302 0.357 6333.2
2188.97 2.776 1.21 2.172 68.836 0.29 6029.47
2189.427 2.864 1.226 2.174 70.898 0.352 6226.34
2189.58 2.953 1.227 2.181 67.363 0.346 6440.49
2189.732 2.999 1.291 2.19 65.738 0.318 6567.81
2190.037 2.937 1.286 2.151 65.804 0.299 6317.49
2190.189 2.925 1.308 2.147 62.906 0.299 6279.98
2190.342 2.938 1.308 2.147 62.384 0.302 6307.89
2190.494 2.978 1.301 2.168 61.918 0.297 6456.3
2191.256 2.705 1.122 2.203 63.781 0.302 5959.12
2191.561 2.798 1.486 2.154 76.527 0.338 6026.89
2192.323 2.968 1.397 2.196 71.303 0.309 6517.73
2192.475 2.975 1.349 2.163 68.68 0.309 6434.93
2193.237 2.974 1.39 2.171 64.111 0.273 6456.55
2193.39 3.014 1.43 2.172 64.468 0.299 6546.41
2193.542 3.026 1.43 2.174 64.033 0.303 6578.52
2193.694 3.028 1.434 2.181 64.005 0.309 6604.07
2194.304 2.994 1.318 2.283 85.071 0.294 6835.3
2195.066 2.865 1.219 2.262 85.81 0.335 6480.63
2195.371 2.789 1.232 2.251 82.092 0.332 6278.04
2195.523 2.803 1.236 2.238 79.895 0.341 6273.11
2195.675 2.811 1.252 2.223 77.284 0.35 6248.85
2195.828 2.815 1.321 2.202 71.435 0.323 6198.63
2195.981 2.838 1.288 2.194 70.043 0.33 6226.57
2196.133 2.834 1.288 2.206 74.106 0.329 6251.8
2196.285 2.852 1.24 2.213 76.822 0.359 6311.48
2196.438 2.852 1.217 2.199 77.425 0.339 6271.55
2196.59 2.852 1.183 2.181 72.842 0.317 6220.21
2197.047 2.788 1.2 2.144 72.93 0.317 5977.47
2197.504 2.663 1.104 2.14 79.03 0.299 5698.82
2197.657 2.658 1.104 2.15 83.393 0.333 5714.7
2198.114 2.637 1.093 2.203 84.184 0.333 5809.31
